ROOMID,PRICE,LATITUDE,LONGITUDE,COSTPERFORMANCE
15347449    ,55 ,1.313877503 , 103.855103   ,-1.06E+00
12689870    ,30 ,1.376418065 ,103.7372485   ,-1.06E+00
16605632    ,60 ,1.313844841 ,103.8576489   ,-1.05E+00
13283783    ,60 ,1.308443598 ,103.8678546   ,-1.02E+00
17190987    ,48 ,1.287104875 ,103.8468592   ,-9.68E-01
11328867    ,59 ,1.309704891 ,103.8583596   ,-9.31E-01
 8347511    ,48 ,1.363519571 , 103.765622   ,-9.14E-01
 9746208    ,67 ,1.282937203 , 103.843868   ,-9.03E-01
 7814843    ,55 ,1.311820645 ,103.9064358   ,-8.98E-01
 6545993    ,39 ,1.340878016 ,103.7119187   ,-8.96E-01
12774712    ,52 ,1.311317222 ,103.8859624   ,-8.78E-01
 9174785    ,60 ,1.276042811 ,103.8474734   ,-8.33E-01
 7486716    ,51 ,1.386047624 ,103.8683098   ,-8.22E-01
11930273    ,51 ,1.296952066 ,103.7651773   ,-8.06E-01
17247062    ,42 ,1.360506522 ,103.8720217   ,-8.02E-01
10321451    ,58 , 1.30463148 ,103.9085951   ,-7.94E-01
 5494971    ,69 ,1.317732548 ,103.8463289   ,-7.69E-01
 5493930    ,69 ,1.319498845 ,103.8479115   ,-7.59E-01
 7605283    ,69 ,1.268843459 ,103.8239063   ,-7.56E-01
17319574    ,67 ,1.295067214 ,103.8372878   ,-7.54E-01
13253512    ,60 ,1.312092261 ,103.8850031   ,-7.41E-01
 9174588    ,67 ,1.275380069 ,103.8443755   ,-7.37E-01
16469545    ,58 ,1.314618624 ,103.7640306   ,-7.29E-01
11980197    ,45 ,1.402249837 ,103.9098759   ,-7.01E-01
 6352835    ,70 ,1.302907181 ,103.8487128   ,-6.72E-01
 3468326    ,58 ,1.373598206 , 103.876439   ,-6.65E-01
10533297    ,74 ,1.314189571 ,103.8508867   ,-6.61E-01
12620772    ,58 ,1.385400007 ,103.8432208   ,-6.55E-01
 9174843    ,70 ,1.273707079 ,103.8421788   ,-6.54E-01
 5609608    ,35 ,1.441964037 ,103.7938992   ,-6.53E-01
11839854    ,69 , 1.31487265 , 103.854082   ,-6.38E-01
15723286    ,70 ,1.309858746 ,103.8863402   ,-6.23E-01
12253253    ,55 ,1.329525582 ,103.9138625   ,-6.18E-01
 4301693    ,56 ,1.316403738 ,103.7624217   ,-6.10E-01
13735926    ,84 ,1.297353684 ,103.8348207   ,-6.09E-01
 9269255    ,51 ,1.332815991 ,103.7260437   ,-6.01E-01
12692872    ,79 ,1.303560736 ,103.8470563   ,-5.98E-01
13677363    ,67 ,1.312955394 ,103.8565177   ,-5.92E-01
 1857162    ,52 ,1.358945875 ,103.7629102   ,-5.92E-01
13756140    ,74 ,1.278208799 ,103.8070064   ,-5.91E-01
17258078    ,55 ,1.384777962 ,103.8411843   ,-5.82E-01
17391535    ,51 ,1.304513527 ,103.9024961   ,-5.68E-01
 8800763    ,69 ,1.303500842 ,103.9010294   ,-5.61E-01
 4507632    ,44 ,1.359559674 ,103.9475076   ,-5.46E-01
14559165    ,72 ,1.312492031 ,103.8941732   ,-5.25E-01
15208492    ,74 ,1.319535801 ,103.8478638   ,-5.14E-01
 4014457    ,58 ,1.405488069 ,103.8209322   ,-5.07E-01
 9087797    ,79 ,1.275882698 ,103.8426428   ,-4.74E-01
15265312    ,80 ,1.295454009 ,103.8402047   ,-4.74E-01
16678046    ,80 ,1.301381463 ,103.8988383   ,-4.72E-01
17125503    ,87 ,1.280390025 ,103.8521751   ,-4.64E-01
11992127    ,74 ,1.291737711 ,103.8036759   ,-4.61E-01
 7827659    ,65 , 1.31402851 ,103.9064484   ,-4.59E-01
 2578828    ,79 ,1.313751464 ,103.8837545   ,-4.43E-01
15456092    ,90 ,1.281670086 , 103.847152   ,-4.15E-01
 6993627    ,80 ,1.314404749 ,103.8867077   ,-4.08E-01
13891078    ,79 ,1.319589286 ,103.8591505   ,-4.01E-01
11231419    ,84 ,1.294163447 ,103.8365438   ,-3.99E-01
15980632    ,65 ,1.312372193 ,103.7624424   ,-3.92E-01
 8917044    ,84 ,1.277806482 ,103.8397486   ,-3.90E-01
  982909    ,84 ,1.333339084 ,103.8327045   ,-3.87E-01
15750877    ,79 ,1.303894976 , 103.834942   ,-3.86E-01
14284724    ,80 ,1.297318341 ,103.8559437   ,-3.86E-01
16624470    ,90 ,1.300520212 ,103.8628775   ,-3.82E-01
11480503    ,84 , 1.28898695 ,103.8287906   ,-3.81E-01
 4022486    ,82 ,1.314444422 ,103.8870928   ,-3.72E-01
10502330    ,67 ,1.323777921 ,103.9096178   ,-3.72E-01
 6147142    ,55 ,1.344677115 ,103.9610182   ,-3.52E-01
17393895    ,84 ,1.303803189 ,103.8384704   ,-3.45E-01
17419085    ,51 ,1.397421629 ,103.9124703   ,-3.41E-01
17021695    ,60 ,1.350299952 ,103.7481838   ,-3.18E-01
 8174016    ,84 ,1.301742872 ,103.8538882   ,-3.13E-01
10603464    ,89 ,1.311221896 ,103.8851575   ,-2.79E-01
11489190    ,89 ,1.295088719 , 103.818478   ,-2.71E-01
 9532339    ,84 , 1.35904392 ,103.8473483   ,-2.70E-01
 7054222   1,00 ,1.301049721 ,103.8478599   ,-2.69E-01
 5832741    ,51 ,1.350153722 , 103.695706   ,-2.67E-01
 6941608   1,00 , 1.30233177 , 103.846427   ,-2.66E-01
 7054234   1,00 , 1.30321337 ,103.8463772   ,-2.63E-01
16976541   1,00 ,1.299090938 ,103.8352699   ,-2.61E-01
13438137    ,96 ,1.279609878 ,103.8151011   ,-2.58E-01
 5855352    ,74 ,1.322655632 ,103.8522078   ,-2.56E-01
  241510    ,80 ,1.324605868 ,103.9119074   ,-2.51E-01
 7931127    ,82 ,1.316115521 ,103.8878147   ,-2.51E-01
16604529    ,74 ,1.338260386 ,103.9250697   ,-2.39E-01
 5827998    ,60 ,1.344632927 ,103.9610651   ,-2.39E-01
 6117032    ,84 ,1.314434422 ,103.8875057   ,-2.26E-01
 8080848    ,60 ,1.347001023 ,103.7325559   ,-2.18E-01
 4252548    ,96 ,1.315030523 ,103.8860533   ,-1.75E-01
 9654411    ,44 ,1.342676607 ,103.6993061   ,-1.74E-01
12702541   1,00 , 1.30216118 ,103.8469917   ,-1.73E-01
 9979272   1,00 ,1.299072586 ,103.8868858   ,-1.53E-01
 7010578    ,89 , 1.30897925 ,103.9121881   ,-1.46E-01
16683403   1,00 ,1.301156277 ,103.8868393   ,-1.45E-01
 5292013    ,98 ,1.325761217 ,103.7948751   ,-1.29E-01
16879118    ,70 ,1.341624173 , 103.720128   ,-1.20E-01
 9786807    ,72 ,1.337079792 ,103.9301531   ,-1.17E-01
 9898367    ,72 ,1.336680013 ,103.9303552   ,-1.17E-01
 2009135    ,98 ,1.312218273 ,103.8953588   ,-1.16E-01
15628107   1,00 ,1.308238871 , 103.910993   ,-1.15E-01
10861773    ,70 ,1.277289874 ,103.7912224   ,-1.12E-01
14196558    ,49 ,1.351923998 ,103.7479346   ,-1.10E-01
 5377342   1,05 ,1.303856029 ,103.8545947   ,-1.07E-01
15136823    ,60 ,1.345029102 ,103.7170176   ,-1.06E-01
12045684    ,72 ,1.321901794 , 103.956579   ,-1.03E-01
 5302526   1,00 ,1.325732756 ,  103.79276   ,-9.93E-02
14378115   1,05 ,1.311411548 ,103.8835195   ,-9.06E-02
12592653   1,00 ,1.283974463 ,103.8263634   ,-8.58E-02
 9023549   1,00 ,1.303317249 ,103.9005845   ,-7.95E-02
11330077   1,00 ,1.303681016 ,103.9006317   ,-7.90E-02
12536372   1,15 ,1.311855859 ,103.8545826   ,-7.15E-02
 5797755    ,90 , 1.30866647 ,103.9052812   ,-6.64E-02
 5827713    ,70 ,1.344950699 ,103.9604276   ,-6.56E-02
 8779986   1,08 ,1.314467208 ,103.8838202   ,-5.37E-02
17100667    ,89 ,1.295078306 ,103.8346848   ,-4.35E-02
17079343   1,19 ,1.301915079 ,103.8630909   ,-4.21E-02
 5071647    ,96 ,1.298377195 ,103.8993314   ,-3.64E-02
 8264717    ,80 ,1.345744061 ,103.9418781   ,-3.56E-02
  705825   1,10 ,1.337706486 ,103.8646251   ,-2.41E-02
13870260   1,31 ,1.299093143 ,103.8612243   ,-2.26E-02
17024297   1,05 ,1.327033248 ,103.8634378   ,-2.19E-02
  540039   1,10 ,1.336179039 ,103.8684645   ,-2.16E-02
15281997    ,83 ,1.328201281 ,103.9464604   ,-7.72E-03
16074353    ,49 ,1.337015479 ,103.6926195   ,-1.64E-03
 8481522   1,22 ,1.351755985 ,103.8193268   ,-2.47E-14
16683215    ,70 ,1.312275516 ,103.8862162   , 1.827110e-15
13086303    ,45 ,1.294128106 ,103.8415542   , 4.736952e-15
 7741672   1,29 ,1.289998127 ,103.8471803   , 6.624990e-03
 6339047   1,19 ,1.283431833 , 103.838797   , 1.160465e-02
13592807    ,90 ,1.352830551 ,103.8781848   , 1.941320e-02
11422453   1,19 ,1.283832085 ,103.8316186   , 2.237101e-02
10638481   1,31 ,1.294227573 ,103.8414053   , 2.670348e-02
15813306    ,98 ,1.365048638 ,103.8336039   , 2.728691e-02
12482650   1,10 ,1.308214804 ,103.8810854   , 2.949326e-02
 7206286   1,31 ,1.277054658 ,103.8387238   , 3.946324e-02
16718834   1,33 , 1.28331492 ,103.8314258   , 5.589412e-02
15836582    ,80 ,1.326835058 ,103.9457042   , 6.434706e-02
 8493657   1,35 ,1.276293058 ,103.8369234   , 7.087576e-02
 7181966   1,31 ,1.317913936 ,103.8508324   , 7.104690e-02
16686418   1,38 ,1.296118497 ,103.8398111   , 7.875567e-02
 5919270    ,80 ,1.344711105 ,103.9624888   , 7.919265e-02
16212105   1,19 ,1.273683318 ,103.8470383   , 8.202667e-02
 5897641   1,41 ,1.284297247 ,103.8473795   , 9.391413e-02
 7891758   1,31 ,1.296139223 ,103.8396744   , 1.008253e-01
16521234    ,49 ,1.340486888 ,103.7049608   , 1.087888e-01
 7302191   1,25 ,1.312976271 ,103.8420571   , 1.135724e-01
12839857   1,39 ,1.312656975 ,103.8547097   , 1.154763e-01
10222043   1,25 ,1.327401409 ,103.8410602   , 1.237414e-01
17214557   1,31 ,1.244174277 ,103.8394736   , 1.354160e-01
 1302185   1,29 ,1.315114296 ,103.8894706   , 1.365902e-01
 4138944   1,41 , 1.31565813 ,103.8266622   , 1.394717e-01
16914032   1,15 ,1.314053308 ,103.9369253   , 1.428888e-01
 9086839   1,08 ,1.359215831 ,103.8827066   , 1.543568e-01
12162272   1,48 ,1.300105003 ,103.8611781   , 1.558236e-01
14935293   1,50 ,1.299547413 ,103.8553578   , 1.570673e-01
11711038   1,19 ,1.294999243 ,103.8382483   , 1.593678e-01
 1928296   1,10 ,1.372336649 ,103.8319703   , 1.600865e-01
 8512566   1,39 ,1.276583296 ,103.8448115   , 1.601224e-01
  241503   1,19 ,1.323038066 ,103.9136314   , 1.633084e-01
 4069940   1,50 ,1.308832617 ,103.8405954   , 1.684854e-01
 1711237   1,26 ,1.314441126 ,103.8840558   , 1.715293e-01
17410297    ,60 , 1.40293647 ,103.9090241   , 1.745200e-01
 5887567   1,19 ,1.350712009 ,103.8508832   , 1.857602e-01
 6816440   1,41 ,1.309511351 , 103.853804   , 1.863140e-01
12703293   1,52 ,1.312253562 ,103.8543074   , 1.899144e-01
10212859   1,28 , 1.31615811 , 103.886531   , 1.949115e-01
 9854265   1,49 ,1.294170241 ,103.8374206   , 2.105606e-01
 3753251   1,50 ,1.295325316 ,103.8379749   , 2.158131e-01
 4271250   1,60 ,1.293768562 ,103.8284372   , 2.175994e-01
15924667   1,19 ,1.324539392 ,103.8509941   , 2.232750e-01
13086804    ,70 ,1.453011361 ,103.8232535   , 2.234371e-01
11088631   1,41 ,1.314860387 ,103.8943795   , 2.244212e-01
 7798402   1,60 ,1.311058195 ,103.8528536   , 2.269114e-01
 6177811   1,50 ,1.309277646 ,103.8527829   , 2.338107e-01
13283938   1,52 ,1.312866932 ,103.8781089   , 2.346038e-01
  241508   1,31 ,1.324581673 ,103.9116273   , 2.351866e-01
10511158   1,49 ,1.277838788 ,103.8448664   , 2.373830e-01
10535136   1,48 ,1.315509926 ,103.8859725   , 2.383339e-01
 8524350   1,57 ,1.326446688 ,103.8460225   , 2.415067e-01
12965299    ,59 , 1.40456018 ,103.9000409   , 2.425230e-01
15315444   1,01 ,1.364393664 ,103.7647222   , 2.529382e-01
16742219   1,69 , 1.30020499 ,103.8615965   , 2.615651e-01
 6701181   1,71 ,1.297406091 ,103.8295329   , 2.677266e-01
16421769   1,10 ,1.347792168 ,103.7549069   , 2.834431e-01
10460541   1,41 ,1.320850963 ,103.9121509   , 2.866821e-01
14083824   1,69 ,1.302154983 ,103.8465013   , 3.060388e-01
 4917556   1,69 ,  1.3129895 , 103.876059   , 3.072682e-01
13208950   1,85 ,1.290774886 ,103.8373772   , 3.131546e-01
 2129215   1,46 ,1.321219967 ,103.9149156   , 3.200239e-01
 6815242   1,70 ,1.309277457 ,103.8537568   , 3.246659e-01
11094655   1,55 ,1.295231986 ,103.8903984   , 3.301038e-01
 4499317   1,80 ,1.295605467 ,103.8543018   , 3.444634e-01
 6859283   1,76 ,1.309838169 ,103.8543313   , 3.491016e-01
15547505   1,98 ,1.281648911 ,103.8489266   , 3.572953e-01
17191010   2,11 ,1.276893213 ,103.8470335   , 3.602448e-01
 8364495   1,64 ,1.312736976 ,103.8865893   , 3.677439e-01
 9438498   1,78 ,1.316883575 ,103.8878306   , 3.724598e-01
16207220   1,95 ,1.316562253 ,103.8290264   , 3.735567e-01
16148365   1,88 ,1.279166863 ,103.8482678   , 3.756058e-01
15076028   1,88 ,1.279067352 ,103.8482469   , 3.757384e-01
11012022   1,78 ,1.323441546 ,103.8475362   , 3.778832e-01
 5809483   1,90 ,1.296705138 ,103.8556844   , 3.812222e-01
16711871   2,04 ,1.281647628 ,103.8319947   , 3.813775e-01
 8851732   2,00 ,1.313401706 ,103.8540175   , 3.824436e-01
 5889741   1,90 ,1.300856111 ,103.8543871   , 3.841777e-01
 7894542   1,97 ,1.305206957 ,103.8425327   , 4.089765e-01
 9976972    ,90 ,1.443500347 ,103.8242242   , 4.135582e-01
13579926   1,19 ,1.338047692 ,103.7215906   , 4.153150e-01
 7206292   2,05 ,   1.277599 ,103.8402668   , 4.303251e-01
12998449   2,18 ,1.311625823 ,103.8543061   , 4.342663e-01
16245505   1,98 ,1.279998188 ,103.8491318   , 4.394484e-01
14714463   2,00 ,1.303672586 ,103.7895757   , 4.418582e-01
12027436   2,00 ,1.280382155 ,103.8519596   , 4.457546e-01
13400865   1,12 ,1.343132039 ,103.7206259   , 4.483148e-01
10635131   1,88 ,1.326902197 ,103.9061348   , 4.568202e-01
 4108082   2,18 ,1.293115948 , 103.829794   , 4.669755e-01
 7281023   2,21 ,1.280835023 ,103.8518217   , 4.681790e-01
 9698598   2,00 ,1.310742473 ,103.7986031   , 4.744869e-01
13668348   2,40 ,1.300944078 ,103.8323517   , 4.774095e-01
13485944   1,41 ,1.451456905 ,103.8196534   , 4.804724e-01
 8634722   2,47 ,1.301642143 ,103.8515316   , 4.878075e-01
17389573   2,30 ,1.299518709 ,103.8311399   , 4.954885e-01
10773490   2,21 ,1.280323024 , 103.852322   , 4.986656e-01
13053186   1,50 , 1.31550697 , 103.944683   , 5.133408e-01
 4352268   2,60 ,1.275811547 ,103.8440777   , 5.160573e-01
 4260022   2,60 ,1.275785923 ,103.8463709   , 5.161163e-01
 5411817   2,60 ,1.275121693 ,103.8432391   , 5.169258e-01
 7039222   2,50 ,1.302599757 ,103.8519496   , 5.323797e-01
 5087965   2,67 , 1.30202593 ,103.8292184   , 5.331157e-01
16455638   2,75 ,1.281674567 ,103.8493493   , 5.373146e-01
 6801932   2,35 , 1.30427008 ,103.9024967   , 5.447574e-01
 6560086   2,49 ,1.313306735 , 103.887106   , 5.474204e-01
12057516   2,75 , 1.26995727 ,103.8239965   , 5.583144e-01
 4192138   2,60 ,1.316456345 ,103.8504838   , 5.658165e-01
14716693   2,75 ,1.266713522 ,103.8161841   , 5.686756e-01
 5593298   2,50 ,1.299355126 ,103.9024974   , 5.709529e-01
 3996965   2,25 ,1.309052178 ,103.9244916   , 5.728006e-01
 8848001   2,49 ,1.313275881 ,103.8855092   , 5.821989e-01
 5106648   1,80 ,1.414222277 ,103.8339223   , 5.892394e-01
