ATTRACTIONID,FOODID,DISTANCE
76,177,16.089
76,178,16.089
76,179,17.08
76,180,18.684
76,181,13.831
76,182,1.547
76,183,15.412
76,184,15.412
76,185,22.113
76,186,20.438
76,187,19.845
76,188,10.628
76,189,10.628
76,190,1.531
76,191,14.978
76,192,4.135
76,193,3.501
76,194,25.384
76,195,21.076
76,196,2.362
76,197,17.665
76,198,17.367
76,199,3.213
76,200,19.802
73,201,18.238
73,202,5.021
73,203,1.222
73,204,3.381
73,205,22.982
73,206,12.582
73,207,19.508
73,208,14.823
73,209,23.794
73,210,10.593
73,211,19.452
73,212,15.158
73,213,22.592
73,214,13.867
73,215,23.626
73,216,3.626
73,217,19.703
73,218,19.703
73,219,0.207
73,220,15.014
73,221,15.029
73,222,4.153
73,223,10.266
73,224,9.834
73,225,19.16
74,201,18.887
74,202,5.221
74,203,1.871
74,204,3.674
74,205,23.275
74,206,9.77
74,207,19.801
74,208,15.116
74,209,24.088
74,210,10.886
74,211,19.745
74,212,15.224
74,213,22.885
74,214,13.74
74,215,23.499
74,216,3.692
74,217,19.769
74,218,19.769
74,219,1.266
74,220,15.08
74,221,15.095
74,222,3.988
74,223,7.454
74,224,10.128
74,225,19.454
75,201,21.964
75,202,3.678
75,203,6.633
75,204,7.629
75,205,26.57
75,206,7.102
75,207,27.787
75,208,18.411
75,209,27.382
75,210,14.18
75,211,23.04
75,212,19.661
75,213,26.179
75,214,12.02
75,215,21.779
75,216,6.144
75,217,24.205
75,218,24.205
75,219,5.619
75,220,19.517
75,221,19.532
75,222,3.32
75,223,4.786
75,224,13.422
75,225,26.466
76,201,19.27
76,202,4.838
76,203,2.254
76,204,3.28
76,205,22.881
76,206,10.352
76,207,19.407
76,208,14.722
76,209,23.693
76,210,10.492
76,211,19.351
76,212,15.607
76,213,22.491
76,214,13.287
76,215,24.075
76,216,4.076
76,217,22.036
76,218,22.036
76,219,1.989
76,220,17.574
76,221,17.589
76,222,3.847
76,223,8.036
76,224,9.733
76,225,19.059
73,226,8.375
73,227,5.083
73,228,0.962
73,229,21.669
73,230,2.694
74,226,8.668
74,227,6.218
74,228,0.863
74,229,21.962
74,230,2.987
75,226,15.606
75,227,12.141
75,228,4.155
75,229,25.256
75,230,7.88
76,226,8.274
76,227,10.198
76,228,1.411
76,229,21.568
76,230,2.592
77,1,13.594
77,2,3.253
77,3,12.981
77,4,5.035
77,5,3.845
77,6,18.894
77,7,12.96
77,8,14.217
77,9,9.119
77,10,10.928
77,11,10.928
77,12,10.928
77,13,9.01
77,14,4.99
77,15,2.905
77,16,3.4
77,17,4.76
77,18,2.75
77,19,11.504
77,20,12.747
77,21,15.757
77,22,22.487
77,23,14.089
77,24,4.959
77,25,4.831
78,1,16.186
78,2,4.585
78,3,15.176
78,4,6.303
78,5,6.486
78,6,19.627
78,7,15.552
78,8,13.583
78,9,11.314
78,10,13.123
78,11,13.123
78,12,13.123
78,13,14.698
78,14,7.847
78,15,4.966
78,16,4.732
78,17,7.627
78,18,6.369
78,19,10.869
78,20,15.339
78,21,18.349
78,22,21.853
78,23,13.454
78,24,6.22
78,25,5.885
79,1,8.02
79,2,6.354
79,3,20.028
79,4,3.242
79,5,10.085
79,6,12.536
79,7,15.226
79,8,5.655
79,9,16.166
79,10,17.974
79,11,17.974
79,12,17.974
79,13,6.77
79,14,12.699
79,15,5.387
79,16,6.502
79,17,5.881
79,18,11.374
79,19,3.715
79,20,15.012
79,21,18.023
79,22,14.762
79,23,5.527
79,24,2.75
79,25,3.559
80,1,7.777
80,2,6.747
80,3,21.685
80,4,6.101
80,5,13.148
80,6,12.002
80,7,17.705
80,8,5.412
80,9,17.822
80,10,19.631
80,11,19.631
80,12,19.631
80,13,6.527
80,14,14.356
80,15,8.018
80,16,6.894
80,17,10.761
80,18,13.031
80,19,1.937
80,20,17.492
80,21,16.389
80,22,14.227
80,23,5.284
80,24,5.229
80,25,6.417
77,26,10.139
77,27,2.327
77,28,10.968
77,29,4.166
77,30,11.267
77,31,8.825
77,32,5.401
77,33,8.999
77,34,6.445
77,35,6.445
77,36,6.445
77,37,6.445
77,38,6.445
77,39,6.445
77,40,6.445
77,41,6.445
77,42,6.445
77,43,6.445
77,44,6.445
77,45,9.066
77,46,13.375
77,47,13.162
77,48,24.165
77,49,5.114
77,50,13.462
78,26,9.505
78,27,5.522
78,28,10.333
78,29,5.396
78,30,13.858
78,31,8.191
78,32,7.499
78,33,8.364
78,34,11.102
78,35,11.102
78,36,11.102
78,37,11.102
78,38,11.102
78,39,11.102
78,40,11.102
78,41,11.102
78,42,11.102
78,43,11.102
78,44,11.102
78,45,11.658
78,46,15.966
78,47,15.754
78,48,21.756
78,49,12.957
78,50,16.054
79,26,2.642
79,27,6.385
79,28,3.47
79,29,4.048
79,30,18.71
79,31,1.337
79,32,3.978
79,33,1.537
79,34,14.211
79,35,14.211
79,36,14.211
79,37,14.211
79,38,14.211
79,39,14.211
79,40,14.211
79,41,14.211
79,42,14.211
79,43,14.211
79,44,14.211
79,45,13.446
79,46,15.64
79,47,15.428
79,48,14.665
79,49,12.459
79,50,13.089
80,26,3.065
80,27,12.184
80,28,3.332
80,29,7.685
80,30,20.367
80,31,3.816
80,32,6.338
80,33,4.016
80,34,17.611
80,35,17.611
80,36,17.611
80,37,17.611
80,38,17.611
80,39,17.611
80,40,17.611
80,41,17.611
80,42,17.611
80,43,17.611
80,44,17.611
80,45,18.166
80,46,15.114
80,47,14.834
80,48,14.131
80,49,14.938
80,50,12.846
77,51,12.359
77,52,24.197
77,53,16.253
77,54,8.459
77,55,18.788
77,56,11.524
77,57,9.54
77,58,16.419
77,59,12.036
77,60,5.78
77,61,10.047
77,62,5.844
77,63,27.531
77,64,17.464
77,65,17.425
77,66,27.482
77,67,9.338
77,68,5.263
77,69,12.743
77,70,13.176
77,71,12.018
77,72,13.166
77,73,4.015
77,74,15.146
77,75,12.515
78,51,14.951
78,52,20.915
78,53,15.619
78,54,7.825
78,55,18.154
78,56,14.116
78,57,13.786
78,58,15.784
78,59,14.628
78,60,10.206
78,61,12.639
78,62,8.013
78,63,30.122
78,64,16.83
78,65,16.791
78,66,25.073
78,67,11.533
78,68,8.121
78,69,15.335
78,70,15.768
78,71,14.61
78,72,15.361
78,73,5.379
78,74,17.738
78,75,15.107
79,51,14.624
79,52,13.824
79,53,8.528
79,54,1.292
79,55,11.063
79,56,13.79
79,57,5.859
79,58,8.693
79,59,14.302
79,60,14.041
79,61,17.49
79,62,12.864
79,63,25.626
79,64,9.739
79,65,9.7
79,66,17.982
79,67,16.385
79,68,12.972
79,69,20.187
79,70,15.442
79,71,19.461
79,72,20.212
79,73,5.855
79,74,17.412
79,75,19.958
80,51,14.703
80,52,13.289
80,53,7.994
80,54,3.772
80,55,10.529
80,56,16.269
80,57,5.616
80,58,8.159
80,59,16.781
80,60,16.714
80,61,19.147
80,62,14.521
80,63,25.092
80,64,9.204
80,65,9.165
80,66,17.447
80,67,18.041
80,68,14.629
80,69,21.843
80,70,17.921
80,71,21.118
80,72,21.869
80,73,6.247
80,74,16.271
80,75,21.615
77,76,5.0
77,77,14.903
77,78,14.769
77,79,15.848
77,80,10.258
77,81,9.33
77,82,10.118
77,83,10.65
77,84,8.33
77,85,10.63
77,86,8.326
77,87,13.055
77,88,9.636
77,89,7.427
77,90,5.263
77,91,9.49
77,92,9.994
77,93,15.225
77,94,13.857
77,95,22.172
77,96,28.629
77,97,27.483
77,98,4.808
77,99,7.653
77,100,5.155
78,76,12.381
78,77,14.269
78,78,17.36
78,79,15.214
78,80,12.85
78,81,11.922
78,82,9.483
78,83,10.016
78,84,10.922
78,85,9.995
78,86,10.521
78,87,15.647
78,88,9.002
78,89,10.019
78,90,12.304
78,91,12.082
78,92,12.189
78,93,17.817
78,94,13.222
78,95,24.764
78,96,31.221
78,97,23.505
78,98,6.076
78,99,10.244
78,100,12.197
79,76,12.316
79,77,6.341
79,78,17.034
79,79,8.123
79,80,13.245
79,81,13.746
79,82,2.574
79,83,1.971
79,84,15.773
79,85,1.908
79,86,15.372
79,87,20.499
79,88,2.092
79,89,14.87
79,90,9.632
79,91,13.179
79,92,17.04
79,93,17.491
79,94,5.295
79,95,29.615
79,96,26.725
79,97,16.414
79,98,3.111
79,99,15.096
79,100,8.693
80,76,18.889
80,77,6.098
80,78,19.514
80,79,7.589
80,80,14.706
80,81,18.43
80,82,4.826
80,83,1.558
80,84,17.43
80,85,1.537
80,86,17.029
80,87,22.156
80,88,4.344
80,89,16.527
80,90,12.112
80,91,13.778
80,92,18.697
80,93,15.933
80,94,5.052
80,95,31.272
80,96,26.191
80,97,15.88
80,98,5.97
80,99,16.753
80,100,11.173
77,101,3.62
77,102,23.093
77,103,2.557
77,104,11.957
77,105,5.675
77,106,3.55
77,107,3.15
77,108,1.405
77,109,2.489
77,110,5.935
77,111,19.626
77,112,4.272
77,113,8.685
77,114,1.103
77,115,8.23
77,116,27.145
77,117,8.312
77,118,11.755
77,119,3.514
77,120,4.215
77,121,4.268
77,122,11.017
77,123,3.531
77,124,12.279
77,125,3.334
78,101,4.265
78,102,25.685
78,103,4.619
78,104,14.549
78,105,7.708
78,106,4.195
78,107,6.235
78,108,4.912
78,109,6.261
78,110,10.304
78,111,18.992
78,112,6.834
78,113,11.277
78,114,5.008
78,115,10.425
78,116,29.737
78,117,10.507
78,118,14.347
78,119,14.288
78,120,7.158
78,121,7.211
78,122,10.383
78,123,5.039
78,124,11.645
78,125,6.651
79,101,4.859
79,102,25.359
79,103,5.04
79,104,15.57
79,105,9.875
79,106,4.589
79,107,6.878
79,108,6.057
79,109,6.216
79,110,5.657
79,111,11.9
79,112,9.898
79,113,16.128
79,114,10.013
79,115,15.277
79,116,26.669
79,117,15.358
79,118,13.268
79,119,6.09
79,120,4.725
79,121,4.778
79,122,5.903
79,123,5.906
79,124,2.933
79,125,5.91
80,101,7.296
80,102,31.635
80,103,7.67
80,104,21.057
80,105,12.354
80,106,7.027
80,107,12.897
80,108,8.802
80,109,8.696
80,110,6.908
80,111,11.366
80,112,13.496
80,113,17.785
80,114,11.67
80,115,16.933
80,116,26.134
80,117,17.015
80,118,15.943
80,119,7.788
80,120,7.562
80,121,7.615
80,122,6.798
80,123,6.298
80,124,2.718
80,125,7.923
77,126,16.842
77,127,17.561
77,128,7.201
77,129,10.419
77,130,21.659
77,131,28.57
77,132,9.787
77,133,6.029
77,134,18.298
77,135,17.577
77,136,26.37
77,137,16.848
77,138,14.914
77,139,25.949
77,140,6.376
77,141,22.521
77,142,16.819
77,143,13.561
77,144,13.222
77,145,25.463
77,146,27.199
77,147,26.016
77,148,13.471
77,149,14.164
77,150,32.298
78,126,19.037
78,127,20.153
78,128,12.522
78,129,13.01
78,130,24.25
78,131,26.161
78,132,12.379
78,133,4.206
78,134,20.89
78,135,20.168
78,136,25.735
78,137,19.44
78,138,17.506
78,139,28.541
78,140,13.46
78,141,21.887
78,142,19.411
78,143,12.926
78,144,15.814
78,145,23.054
78,146,29.791
78,147,28.607
78,148,16.063
78,149,16.756
78,150,28.167
79,126,23.889
79,127,25.005
79,128,3.81
79,129,17.862
79,130,19.754
79,131,19.07
79,132,13.99
79,133,13.223
79,134,25.741
79,135,25.02
79,136,18.644
79,137,24.291
79,138,22.357
79,139,28.215
79,140,8.906
79,141,14.796
79,142,24.263
79,143,4.999
79,144,13.438
79,145,15.963
79,146,29.464
79,147,24.289
79,148,15.736
79,149,16.429
79,150,21.076
80,126,25.546
80,127,26.662
80,128,3.595
80,129,19.519
80,130,19.22
80,131,18.535
80,132,13.006
80,133,14.88
80,134,27.398
80,135,26.677
80,136,18.11
80,137,25.948
80,138,24.014
80,139,30.669
80,140,11.386
80,141,14.261
80,142,25.919
80,143,4.756
80,144,13.195
80,145,15.429
80,146,28.869
80,147,23.755
80,148,18.216
80,149,18.909
80,150,20.542
77,151,19.472
77,152,15.231
77,153,27.398
77,154,2.438
77,155,14.954
77,156,16.38
77,157,27.145
77,158,16.842
77,159,22.435
77,160,8.65
77,161,8.65
77,162,21.272
77,163,21.477
77,164,24.578
77,165,22.573
77,166,7.809
77,167,14.693
77,168,18.005
77,169,6.2
77,170,12.531
77,171,22.435
77,172,16.474
77,173,19.492
77,174,21.994
77,175,15.699
78,151,17.956
78,152,14.597
78,153,29.99
78,154,6.193
78,155,14.32
78,156,18.971
78,157,29.737
78,158,19.037
78,159,25.027
78,160,8.015
78,161,8.015
78,162,23.864
78,163,24.069
78,164,23.944
78,165,25.165
78,166,10.4
78,167,17.285
78,168,20.596
78,169,8.421
78,170,14.726
78,171,25.027
78,172,19.065
78,173,18.858
78,174,24.586
78,175,18.291
79,151,10.864
79,152,7.505
79,153,26.816
79,154,6.165
79,155,7.229
79,156,23.823
79,157,26.669
79,158,23.889
79,159,20.531
79,160,2.717
79,161,2.717
79,162,19.68
79,163,19.573
79,164,16.852
79,165,24.839
79,166,15.252
79,167,22.136
79,168,25.448
79,169,5.166
79,170,19.577
79,171,20.531
79,172,18.739
79,173,11.767
79,174,24.26
79,175,23.142
80,151,10.33
80,152,6.971
80,153,26.282
80,154,8.645
80,155,6.694
80,156,25.48
80,157,26.134
80,158,25.546
80,159,19.996
80,160,3.109
80,161,3.109
80,162,30.372
80,163,19.038
80,164,16.318
80,165,27.318
80,166,16.909
80,167,23.793
80,168,27.105
80,169,6.418
80,170,21.234
80,171,19.996
80,172,21.218
80,173,11.233
80,174,26.739
80,175,24.799
77,176,15.98
77,177,22.662
77,178,22.662
77,179,19.459
77,180,20.248
77,181,14.165
77,182,3.871
77,183,15.615
77,184,15.615
77,185,24.578
77,186,27.01
77,187,22.573
77,188,12.754
77,189,12.754
77,190,2.559
77,191,15.181
77,192,5.632
77,193,4.235
77,194,28.112
77,195,27.648
77,196,1.103
77,197,15.757
77,198,15.459
77,199,6.223
77,200,19.042
78,176,18.572
78,177,18.915
78,178,18.915
78,179,18.825
78,180,19.613
78,181,16.757
78,182,6.821
78,183,18.207
78,184,18.207
78,185,23.944
78,186,29.602
78,187,25.165
78,188,12.12
78,189,12.12
78,190,6.066
78,191,17.773
78,192,6.13
78,193,5.496
78,194,30.704
78,195,30.24
78,196,5.008
78,197,18.349
78,198,18.051
78,199,9.463
78,200,21.237
79,176,18.246
79,177,11.824
79,178,11.824
79,179,11.733
79,180,12.522
79,181,21.608
79,182,7.317
79,183,23.059
79,184,23.059
79,185,16.852
79,186,25.105
79,187,24.839
79,188,5.029
79,189,5.029
79,190,6.086
79,191,22.624
79,192,2.845
79,193,2.958
79,194,30.378
79,195,19.572
79,196,10.013
79,197,23.2
79,198,22.903
79,199,8.753
79,200,26.089
80,176,20.725
80,177,11.29
80,178,11.29
80,179,11.199
80,180,11.988
80,181,23.265
80,182,11.838
80,183,24.716
80,184,24.716
80,185,16.318
80,186,24.571
80,187,27.318
80,188,4.494
80,189,4.494
80,190,8.565
80,191,24.281
80,192,5.324
80,193,7.009
80,194,29.782
80,195,19.037
80,196,11.67
80,197,24.857
80,198,24.56
80,199,11.233
80,200,27.746
77,201,18.511
77,202,5.603
77,203,3.348
77,204,6.403
77,205,25.609
77,206,11.017
77,207,25.979
77,208,21.308
77,209,26.421
77,210,13.22
77,211,22.079
77,212,15.81
77,213,25.219
77,214,16.442
77,215,26.201
77,216,4.278
77,217,20.355
77,218,20.355
77,219,2.429
77,220,15.666
77,221,15.681
77,222,4.371
77,223,8.701
77,224,12.461
77,225,25.631
78,201,20.705
78,202,8.167
78,203,6.394
78,204,13.609
78,205,28.201
78,206,10.383
78,207,28.571
78,208,23.9
78,209,29.013
78,210,15.812
78,211,24.671
78,212,18.402
78,213,27.811
78,214,15.808
78,215,25.567
78,216,5.175
78,217,22.947
78,218,22.947
78,219,5.379
78,220,18.258
78,221,18.273
78,222,6.254
78,223,8.067
78,224,15.053
78,225,28.223
79,201,25.557
79,202,2.133
79,203,7.514
79,204,8.933
79,205,27.875
79,206,5.903
79,207,24.484
79,208,19.716
79,209,28.687
79,210,15.485
79,211,24.345
79,212,23.254
79,213,27.484
79,214,8.717
79,215,18.476
79,216,14.026
79,217,27.798
79,218,27.798
79,219,10.384
79,220,23.109
79,221,23.124
79,222,3.59
79,223,2.768
79,224,14.727
79,225,23.163
80,201,27.214
80,202,4.612
80,203,13.056
80,204,11.413
80,205,26.162
80,206,6.798
80,207,23.95
80,208,30.408
80,209,28.091
80,210,14.891
80,211,26.824
80,212,24.911
80,213,30.874
80,214,8.183
80,215,17.942
80,216,15.683
80,217,29.455
80,218,29.455
80,219,12.041
80,220,24.766
80,221,24.781
80,222,6.428
80,223,3.161
80,224,14.917
80,225,22.629
77,226,11.755
77,227,6.804
77,228,2.29
77,229,24.296
77,230,4.916
78,226,14.347
78,227,10.882
78,228,5.87
78,229,26.888
78,230,7.867
79,226,13.268
79,227,15.734
79,228,6.618
79,229,26.561
79,230,9.185
80,226,15.943
80,227,17.391
80,228,12.531
80,229,30.529
80,230,11.416
81,1,14.657
81,2,2.133
81,3,13.49
81,4,4.327
81,5,4.4
81,6,19.956
81,7,14.023
81,8,12.885
81,9,9.627
81,10,11.436
81,11,11.436
81,12,11.436
81,13,14.0
81,14,6.187
81,15,2.99
81,16,2.28
81,17,5.541
81,18,4.283
81,19,10.172
81,20,13.809
81,21,16.82
81,22,21.156
81,23,12.757
81,24,4.243
81,25,3.909
82,1,14.091
82,2,2.983
82,3,13.494
82,4,5.177
82,5,4.358
82,6,19.391
82,7,13.458
82,8,13.736
82,9,9.632
82,10,11.441
82,11,11.441
82,12,11.441
82,13,9.507
82,14,5.487
82,15,3.402
82,16,3.13
82,17,5.258
82,18,3.263
82,19,11.022
82,20,13.244
82,21,16.255
82,22,22.006
82,23,13.607
82,24,5.094
82,25,5.328
83,1,61.381
83,2,55.562
83,3,42.363
83,4,60.24
83,5,53.805
83,6,66.681
83,7,60.747
83,8,64.559
83,9,48.328
83,10,43.065
83,11,43.065
83,12,43.065
83,13,65.674
83,14,50.288
83,15,54.848
83,16,55.709
83,17,54.946
83,18,53.688
83,19,61.846
83,20,60.534
83,21,63.879
83,22,72.829
83,23,64.431
83,24,58.343
83,25,58.759
84,1,13.342
84,2,1.847
84,3,14.602
84,4,4.041
84,5,3.326
84,6,18.642
84,7,12.708
84,8,11.149
84,9,10.74
84,10,12.549
84,11,12.549
84,12,12.549
84,13,8.802
84,14,4.738
84,15,2.697
84,16,1.994
84,17,4.552
84,18,3.862
84,19,8.41
84,20,12.495
84,21,15.505
84,22,19.419
84,23,11.02
84,24,3.958
84,25,3.623
81,26,8.808
81,27,3.437
81,28,9.636
81,29,3.42
81,30,12.329
81,31,7.493
81,32,4.47
81,33,7.667
81,34,9.573
81,35,9.573
81,36,9.573
81,37,9.573
81,38,9.573
81,39,9.573
81,40,9.573
81,41,9.573
81,42,9.573
81,43,9.573
81,44,9.573
81,45,10.128
81,46,14.437
81,47,14.225
81,48,21.059
81,49,6.648
81,50,14.524
82,26,9.658
82,27,2.825
82,28,10.486
82,29,4.27
82,30,11.764
82,31,8.344
82,32,5.899
82,33,8.518
82,34,6.942
82,35,6.942
82,36,6.942
82,37,6.942
82,38,6.942
82,39,6.942
82,40,6.942
82,41,6.942
82,42,6.942
82,43,6.942
82,44,6.942
82,45,9.563
82,46,13.872
82,47,13.66
82,48,24.663
82,49,5.627
82,50,13.959
83,26,60.482
83,27,52.841
83,28,61.31
83,29,58.278
83,30,54.271
83,31,59.167
83,32,58.476
83,33,59.341
83,34,52.629
83,35,52.629
83,36,52.629
83,37,52.629
83,38,52.629
83,39,52.629
83,40,52.629
83,41,52.629
83,42,52.629
83,43,52.629
83,44,52.629
83,45,56.853
83,46,61.162
83,47,60.949
83,48,71.952
83,49,55.457
83,50,61.249
84,26,7.071
84,27,2.261
84,28,7.9
84,29,3.134
84,30,11.014
84,31,5.757
84,32,4.185
84,33,5.931
84,34,6.192
84,35,6.192
84,36,6.192
84,37,6.192
84,38,6.192
84,39,6.192
84,40,6.192
84,41,6.192
84,42,6.192
84,43,6.192
84,44,6.192
84,45,8.814
84,46,13.122
84,47,12.91
84,48,19.322
84,49,6.992
84,50,13.21
81,51,13.421
81,52,20.218
81,53,14.922
81,54,7.128
81,55,17.457
81,56,12.587
81,57,13.089
81,58,15.087
81,59,13.099
81,60,6.989
81,61,10.502
81,62,6.352
81,63,28.593
81,64,16.133
81,65,16.094
81,66,24.376
81,67,9.846
81,68,6.46
81,69,13.806
81,70,14.239
81,71,13.08
81,72,13.674
81,73,2.684
81,74,16.209
81,75,13.577
82,51,12.856
82,52,24.695
82,53,15.772
82,54,7.978
82,55,18.307
82,56,12.022
82,57,13.939
82,58,15.937
82,59,12.534
82,60,6.278
82,61,10.545
82,62,6.357
82,63,28.028
82,64,16.983
82,65,16.944
82,66,27.979
82,67,9.851
82,68,5.76
82,69,13.241
82,70,13.674
82,71,12.515
82,72,13.679
82,73,3.534
82,74,15.644
82,75,13.012
83,51,60.146
83,52,71.984
83,53,66.596
83,54,58.802
83,55,69.131
83,56,59.311
83,57,64.762
83,58,66.761
83,59,59.823
83,60,53.166
83,61,50.785
83,62,50.453
83,63,71.417
83,64,67.806
83,65,67.767
83,66,75.269
83,67,45.902
83,68,50.561
83,69,47.478
83,70,60.393
83,71,46.563
83,72,42.322
83,73,56.356
83,74,60.749
83,75,49.941
84,51,12.107
84,52,18.481
84,53,13.185
84,54,5.366
84,55,15.72
84,56,11.272
84,57,11.352
84,58,13.351
84,59,11.784
84,60,5.528
84,61,9.795
84,62,7.465
84,63,27.278
84,64,14.396
84,65,14.357
84,66,22.639
84,67,10.959
84,68,5.011
84,69,12.491
84,70,12.924
84,71,11.766
84,72,14.787
84,73,2.398
84,74,14.894
84,75,12.263
81,76,6.784
81,77,13.571
81,78,15.831
81,79,14.517
81,80,11.321
81,81,10.393
81,82,8.786
81,83,9.319
81,84,9.393
81,85,9.298
81,86,8.834
81,87,14.118
81,88,8.304
81,89,8.49
81,90,8.365
81,91,10.552
81,92,10.502
81,93,16.288
81,94,12.525
81,95,25.116
81,96,29.692
81,97,22.808
81,98,4.1
81,99,8.715
81,100,10.667
82,76,6.453
82,77,14.422
82,78,15.266
82,79,15.367
82,80,10.756
82,81,9.828
82,82,9.637
82,83,10.169
82,84,8.828
82,85,10.148
82,86,8.839
82,87,13.553
82,88,9.155
82,89,7.925
82,90,5.775
82,91,9.987
82,92,10.506
82,93,15.723
82,94,13.375
82,95,22.67
82,96,29.127
82,97,27.981
82,98,4.95
82,99,8.15
82,100,5.668
83,76,53.946
83,77,65.245
83,78,61.164
83,79,66.191
83,80,58.045
83,81,57.117
83,82,60.46
83,83,60.993
83,84,53.571
83,85,60.972
83,86,47.535
83,87,47.172
83,88,59.978
83,89,52.668
83,90,57.499
83,91,57.277
83,92,49.203
83,93,61.278
83,94,64.199
83,95,49.083
83,96,69.767
83,97,75.27
83,98,60.109
83,99,52.893
83,100,57.392
84,76,5.703
84,77,11.835
84,78,14.516
84,79,12.78
84,80,10.006
84,81,9.078
84,82,7.05
84,83,7.557
84,84,8.078
84,85,7.536
84,86,9.947
84,87,12.803
84,88,6.568
84,89,7.175
84,90,6.894
84,91,9.238
84,92,7.064
84,93,14.973
84,94,10.789
84,95,21.92
84,96,28.377
84,97,21.072
84,98,3.814
84,99,7.4
84,100,5.954
81,101,2.289
81,102,24.156
81,103,2.643
81,104,13.02
81,105,5.622
81,106,2.219
81,107,4.149
81,108,2.623
81,109,4.175
81,110,8.218
81,111,18.294
81,112,4.749
81,113,9.748
81,114,2.923
81,115,8.738
81,116,28.208
81,117,8.82
81,118,12.818
81,119,4.732
81,120,5.434
81,121,5.487
81,122,9.686
81,123,2.411
81,124,10.948
81,125,4.552
82,101,3.139
82,102,23.591
82,103,3.055
82,104,12.455
82,105,6.188
82,106,3.069
82,107,3.648
82,108,1.902
82,109,2.986
82,110,6.432
82,111,19.145
82,112,4.785
82,113,9.182
82,114,1.616
82,115,8.743
82,116,27.643
82,117,8.824
82,118,12.253
82,119,4.011
82,120,4.713
82,121,4.766
82,122,10.536
82,123,3.261
82,124,11.798
82,125,3.831
83,101,55.387
83,102,64.63
83,103,54.501
83,104,53.993
83,105,55.027
83,106,55.317
83,107,53.554
83,108,53.348
83,109,53.58
83,110,57.623
83,111,69.968
83,112,54.154
83,113,53.022
83,114,52.328
83,115,47.439
83,116,68.682
83,117,47.521
83,118,59.536
83,119,59.483
83,120,56.159
83,121,56.212
83,122,61.36
83,123,56.015
83,124,62.622
83,125,55.277
84,101,2.003
84,102,22.841
84,103,2.35
84,104,11.705
84,105,4.538
84,106,1.933
84,107,2.942
84,108,1.197
84,109,2.281
84,110,5.727
84,111,16.558
84,112,3.674
84,113,8.433
84,114,1.572
84,115,9.851
84,116,26.893
84,117,9.932
84,118,11.503
84,119,3.306
84,120,4.007
84,121,4.06
84,122,7.924
84,123,2.125
84,124,9.186
84,125,3.126
81,126,17.351
81,127,18.624
81,128,6.656
81,129,11.481
81,130,22.721
81,131,25.464
81,132,10.849
81,133,6.711
81,134,21.242
81,135,18.639
81,136,25.038
81,137,17.91
81,138,15.977
81,139,27.012
81,140,6.442
81,141,21.19
81,142,17.882
81,143,12.229
81,144,14.285
81,145,22.357
81,146,28.261
81,147,27.078
81,148,14.533
81,149,15.226
81,150,27.47
82,126,17.355
82,127,18.059
82,128,7.698
82,129,10.916
82,130,22.156
82,131,29.067
82,132,10.284
82,133,6.527
82,134,18.796
82,135,18.074
82,136,25.889
82,137,17.345
82,138,15.412
82,139,26.447
82,140,6.873
82,141,22.04
82,142,17.317
82,143,13.08
82,144,13.72
82,145,25.961
82,146,27.696
82,147,26.513
82,148,13.968
82,149,14.661
82,150,32.796
83,126,40.885
83,127,52.38
83,128,63.499
83,129,51.386
83,130,69.445
83,131,76.357
83,132,57.574
83,133,50.812
83,134,44.715
83,135,48.294
83,136,76.712
83,137,52.862
83,138,53.33
83,139,67.486
83,140,58.655
83,141,72.863
83,142,45.048
83,143,63.903
83,144,61.009
83,145,73.25
83,146,68.736
83,147,73.803
83,148,59.866
83,149,60.559
83,150,80.085
84,126,18.463
84,127,17.309
84,128,6.993
84,129,10.166
84,130,21.406
84,131,23.727
84,132,9.535
84,133,5.777
84,134,18.046
84,135,17.324
84,136,23.302
84,137,16.596
84,138,14.662
84,139,25.697
84,140,6.168
84,141,19.453
84,142,16.567
84,143,10.493
84,144,12.97
84,145,20.621
84,146,26.947
84,147,25.763
84,148,13.218
84,149,13.912
84,150,25.733
81,151,20.535
81,152,13.899
81,153,28.46
81,154,4.107
81,155,13.623
81,156,17.442
81,157,28.208
81,158,17.351
81,159,23.498
81,160,7.318
81,161,7.318
81,162,22.335
81,163,22.54
81,164,23.246
81,165,23.636
81,166,8.871
81,167,15.756
81,168,19.067
81,169,9.736
81,170,13.039
81,171,23.498
81,172,17.536
81,173,18.161
81,174,23.057
81,175,16.761
82,151,19.97
82,152,14.75
82,153,27.895
82,154,2.935
82,155,14.473
82,156,16.877
82,157,27.643
82,158,17.355
82,159,22.933
82,160,8.169
82,161,8.169
82,162,21.77
82,163,21.975
82,164,24.097
82,165,23.071
82,166,8.306
82,167,15.191
82,168,18.502
82,169,6.698
82,170,13.043
82,171,22.933
82,172,16.971
82,173,19.011
82,174,22.492
82,175,16.196
83,151,67.259
83,152,65.573
83,153,68.935
83,154,53.512
83,155,65.296
83,156,44.394
83,157,68.682
83,158,40.885
83,159,70.222
83,160,58.992
83,161,58.992
83,162,56.091
83,163,69.264
83,164,74.92
83,165,64.11
83,166,51.927
83,167,42.039
83,168,52.823
83,169,59.14
83,170,46.036
83,171,70.222
83,172,57.639
83,173,69.835
83,174,63.531
83,175,54.332
84,151,19.22
84,152,12.163
84,153,27.146
84,154,2.23
84,155,11.886
84,156,16.127
84,157,26.893
84,158,18.463
